n,country,code,region,ims_2005,ims_2010,ims_2015,nmi_2012,nmi_2017,swm_2015,swm_2019,lngdppc_2005,lngdppc_2010,lngdppc_2015,lngdppc_2016,lngdppc_2017,lngdppc_2018,lngdppc_2019,geduc_2005,geduc_2010,geduc_2015,geduc_2016,geduc_2017,geduc_2018,geduc_2019,unem_2005,unem_2010,unem_2015,unem_2016,unem_2017,unem_2018,unem_2019,edb_2019,timebuss_2005,timebuss_2010,timebuss_2015,timebuss_2016,timebuss_2017,timebuss_2018,timebuss_2019,gef_2005,gef_2010,gef_2015,gef_2016,gef_2017,gef_2018,gef_2019,psa_2005,psa_2010,psa_2015,psa_2016,psa_2017,psa_2018,psa_2019,req_2005,req_2010,req_2015,req_2016,req_2017,req_2018,req_2019,rlw_2005,rlw_2010,rlw_2015,rlw_2016,rlw_2017,rlw_2018,rlw_2019,vacc_2005,vacc_2010,vacc_2015,vacc_2016,vacc_2017,vacc_2018,vacc_2019,cci_2005,cci_2010,cci_2015,cci_2016,cci_2017,cci_2018,cci_2019,efi_2005,efi_2010,efi_2015,efi_2016,efi_2017,efi_2018,efi_2019,ecfif_2005,ecfif_2010,ecfif_2015,ecfif_2016,ecfif_2017,ecfif_2018,pw,ind,msc,una,lto,idu,inmp_lower05,inmp_raise05,inmp_lower09,inmp_raise09,inmp_lower15,inmp_raise15,retp_yes15,pop_2005,lgpop_2005,pop_2010,lgpop_2010,pop_2014,pop_2015,lgpop_2015,pop_2017,pop_2018,pop_2019,p1564_2005,p1564_2010,p1564_2015,p1564_2016,p1564_2017,p1564_2018,p1564_2019,namerica,easia,ecasia,africame,sasia,ssafrica,asia,europe,africa,pacific,langpr,langfr,infl_2005,infl_2010,infl_2012,infl_2013,infl_2014,infl_2015,infl_2016,infl_2017,infl_2018,infl_2019,islam,unaff,hinduism,relgothers,govfcexp_2015,govfcexp_2016,govfcexp_2017,govfcexp_2018,govfcexp_2019,currenthexp_2015,currenthexp_2016,currenthexp_2017,currenthexp_2018,democracy_2005,demcr_high05,democracy_2010,demcr_high10,democracy_2015,demcr_high15,hief_2005,hief_2010,hief_2013,agedem_2015,mwg_2010,ppp_2005,ppp_2006,ppp_2007,ppp_2008,ppp_2009,ppp_2010,ppp_2011,ppp_2012,ppp_2013,ppp_2014,ppp_2015,ppp_2016,ppp_2017,ppp_2018,ppp_2019,more_demreg,oilrent_2005,oilrent_2010,oilrent_2015,refugpop05,refugpop10,refugpop15,lgrefug_2005,lgrefug_2010,lgrefug_2015,gexp_imf05,gexp_imf10,gexp_imf15,vulemp_2005,vulemp_2010,vulemp_2015,primenr_2005,primenr_2010,primenr_2015,seconer_2005,seconer_2010,seconer_2015,tertenr_2005,tertenr_2010,tertenr_2015,natresour_05,natresour_10,natresour_15,natdis_2005,natdis_2010,natdis_2015,cpi_2015,cpi_2018,life_expb05,life_expb10,life_expb15,rcatexp_sg05,rcatexp_sg10,rcatexp_sg15,contrprev_05,contrprev_10,contrprev_15,ginirank,ginival,tour_arr2005,tour_arr2010,tour_arr2015,richoil_2015,remrec_2015
13,Azerbaijan,AZE,Europe & Central Asia,3.529206514,3.042903911,2.709061584,8499,6002,68.3,67.5,8.884892197,9.568906455,9.606018446,9.563724798,9.555447147,9.561676548,9.575250843,2.974620104,2.780620098,2.951679945,2.903409958,2.473819971,2.455430031,NA,7.300000191,5.630000114,4.960000038,4.960000038,5,4.900000095,5.508999825,34,113,8,3.5,3.5,3.5,3.5,3.5,-0.7294372,-0.8069344,-0.2573686,-0.1656132,-0.1682509,-0.1004674,-0.1391768,-1.127512,-0.2385469,-0.7295656,-0.8038791,-0.7478203,-0.6974149,-0.681131,-0.5777211,-0.3723761,-0.2547193,-0.2820228,-0.2456636,-0.3006527,-0.2266413,-0.7917499,-0.893052,-0.6736943,-0.5198614,-0.5556712,-0.6002193,-0.5772703,-1.124164,-1.304588,-1.552387,-1.561036,-1.562905,-1.496132,-1.491788,-1.04491,-1.243802,-0.9299806,-0.8385039,-0.8853575,-0.8286991,-0.8684072,54.4,58.8,61,60.2,63.6,64.3,65.4,6.11,5.82,6.24,6.34,6.23,6.37,85,22,50,88,61,22,0,0,0,1,0,0,1,8391850,15.94277155,9295784,16.01875388,9535079,9649341,16.08240018,9854033,9939771,10023318,67.18462793,71.26638023,71.3895879,71.02714111,70.72264792,70.43524739,70.11169103,0,0,1,0,0,0,1,0,0,0,NA,1,9.679507319,5.73238743,1.068103014,2.418869884,1.389726358,4.009438267,12.44949552,12.93998411,2.263516857,2.608339565,1,0,0,0,12.40823832,12.83206344,11.34141244,10.46646357,10.82724257,4.10663605,4.03655434,3.73651457,3.51373243,-7,0,-7,0,-7,0,15.6,13.3,12.2,0,274.76,0.218,0.235,0.276,0.347,0.279,0.314,0.384,0.369,0.359,0.355,0.377,0.431,0.505,0.554,0.543,0,35.94679494,29.30360315,12.0366039,3004,1894,1279,8.007700013,7.546446274,7.153833802,22.498,31.958,38.68,59.20000076,55.97000122,55.31999969,95.52696991,93.76229858,106.6014862,NA,NA,NA,NA,19.26004028,25.48320007,37.63151863,32.17710746,14.60405714,0,3,0,29,25,68.747,70.938,72.266,69,42.9,30.2,NA,NA,NA,153,26.6,13.44878528,14.06237064,14.46887687,0,2.392800872
14,"Bahamas, The",BHS,Latin America & Caribbean,13.84843414,15.16947039,15.28430309,4999,4999,75.3,76,10.60541133,10.50517137,10.47446941,10.47890132,10.49949883,10.51920049,10.5213923,NA,NA,NA,NA,NA,NA,NA,10.19999981,14.83600044,12,12,9.800000191,10,10.35999966,119,NA,23.5,28.5,21.5,21.5,21.5,11.5,1.210941,1.075746,0.7127459,0.7195333,0.5770623,0.5391499,0.4860963,0.9386368,0.9936922,0.9074765,0.9754187,0.9893678,0.8700209,0.8294795,1.106881,0.5507844,0.1661729,0.2575893,0.1213075,0.1804527,-0.0483038,1.377809,0.7224865,0.5971192,0.2603121,0.1893446,0.096694,0.0765319,0.9425191,0.9882097,0.9514745,0.8521555,0.8486738,0.7957626,0.9342639,1.337382,1.354776,1.135789,1.108054,1.173832,1.13127,1.184628,NA,NA,NA,NA,NA,NA,62.9,7.03,7.42,7.44,7.39,7.31,7.62,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,324859,12.69114652,363584,12.77970967,370633,374206,12.83256173,381761,385640,389482,66.1099123,67.00249618,69.31770201,69.77191543,70.06535605,70.25752197,70.44099599,0,0,0,0,0,0,0,0,0,0,0.053,56,1.591606181,1.344027384,1.97336756,1.034670351,47.77596254,-30.24316023,-0.330038396,1.499926233,2.267515101,2.491235274,0,0,0,0,12.34245312,11.58905143,12.63099746,12.11325362,14.19786726,5.20896244,5.61615086,6.83129883,6.24896193,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,616.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,27,7,NA,3.295836866,1.945910149,12.851,15.432,17.419,7.050000176,7.489999801,8.710000306,100.3983383,88.9287262,86.22971344,88.45793152,89.35462952,66.38839722,NA,NA,NA,0.006186407,0.015294778,0.013055847,1.000000007,2.999999404,33.0000062,NA,65,71.987,72.144,73.088,NA,NA,NA,NA,NA,NA,NA,NA,14.29050173,14.1303213,14.2102517,0,NA
16,Bangladesh,BGD,South Asia,0.81627382,0.887465112,0.883753735,-2306839,-1847503,75,65.8,7.731725119,7.966748617,8.21611812,8.273923746,8.333532269,8.398730429,8.46668421,NA,NA,NA,1.535539985,NA,NA,1.326320052,4.25,3.378999949,4.377999783,4.377999783,4.372000217,4.281000137,4.190000057,168,NA,NA,19.5,19.5,19.5,19.5,19.5,-0.9113003,-0.7356325,-0.7236189,-0.678659,-0.7334504,-0.7483993,-0.7392301,-1.863764,-1.425789,-1.212018,-1.261937,-1.255888,-0.985925,-0.9181735,-1.072006,-0.8470868,-0.8990583,-0.7966801,-0.8072466,-0.8328668,-0.9289543,-0.9789066,-0.8029345,-0.75128,-0.6634919,-0.6712165,-0.6402208,-0.6363084,-0.5699692,-0.2680953,-0.5120469,-0.5838786,-0.6149504,-0.7268606,-0.7217754,-1.387597,-1.057121,-0.8083352,-0.8570897,-0.8317419,-0.9051279,-0.9938096,47.5,51.1,53.9,NA,NA,NA,55.6,5.94,6.2,6.18,6.13,6.07,6.04,80,20,55,60,47,20,1,0,1,0,0,0,0,139035505,18.75023989,151007807,18.80984999,154520167,156256276,18.86700801,159670593,161356039,163046161,61.33156347,63.24123467,65.61857714,66.11132307,66.625937,67.13558688,67.60528327,0,0,0,0,1,0,1,0,0,0,0.035,1,7.046618162,8.126676392,6.217504221,7.530406409,6.991638892,6.19428023,5.513525727,5.702070157,5.543621395,5.591996399,1,0,0,0,5.404240381,5.892488152,5.995839085,6.356694772,6.271087165,2.46311474,2.31178045,2.27522182,2.3428061,6,1,5,1,1,1,2.8,2.6,2.5,0,130.99,17.37,17.849,18.632,19.603,20.812,22.123,23.41,23.787,24.966,25.819,27.284,28.499,29.738,30.491,31.403,0,0.086646527,0.109119803,0.02924977,21099,229256,231954,9.956980925,12.34259456,12.35429436,12.207,12.699,13.769,64.63999939,62.11999893,58.86999893,101.6478119,105.9745483,NA,46.96282959,51.63769913,65.62918854,6.446700096,NA,NA,1.000141936,1.185927828,0.980787769,231.9999999,107.0000001,158.9999999,25,26,67.773,69.881,71.514,76.5,73.9,65.9,NA,NA,NA,124,32.4,12.24529336,12.62148808,NA,0,7.840701094
17,Barbados,BRB,Latin America & Caribbean,11.17611208,11.74141348,12.12990166,-397,-397,71.9,74,9.664734626,9.654809299,9.641013565,9.663845445,9.667057406,9.659812773,9.657512197,5.669650078,6.054399967,NA,4.95138979,4.366380215,NA,NA,9.079999924,10.68999958,11.35000038,11.35000038,9.76099968,9.385000229,10.33100033,128,NA,NA,19,16,16,16,16,1.29583,1.411678,1.025177,1.082172,0.8423941,0.4269727,0.631425,1.115677,1.060637,1.135361,0.9766099,0.9666142,0.9204867,0.9417337,1.155897,0.5074166,0.5658875,0.4810649,0.4926966,0.5439218,0.412301,1.345576,1.08103,1.095215,0.7951232,0.6575195,0.3944808,0.3570292,0.9491987,1.136577,1.096536,1.085793,1.112493,1.124694,1.131867,1.419329,1.48343,1.490528,1.257364,1.421125,1.411579,1.261709,70.1,68.3,67.9,68.3,54.5,57,64.7,6.27,6.22,6.36,6.3,6.33,6.22,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,276323,12.52932575,283700,12.55012678,284825,285324,12.56138066,286233,286641,287025,66.9864615,67.00610709,67.03186553,67.00618623,66.9488387,66.85435789,66.71857852,0,0,0,0,0,0,0,0,0,0,0.053,56,6.082187295,5.824218533,4.533347539,1.81410436,1.769503221,-1.112789925,1.281928131,4.66018464,3.673814104,4.100289645,0,0,0,0,13.63574443,13.42812215,12.15559863,11.81674826,11.32601747,6.7748456,6.68155098,6.62216997,6.56259155,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,1.862,1.888,1.994,1.988,1.94,1.991,2.019,2.123,2.146,2.173,2.131,2.119,2.203,2.211,2.227,0,0.357213506,0.346736269,0.09799543,NA,NA,NA,NA,NA,NA,30.833,33.479,35.013,13.99000008,14.97000008,16.16999916,96.12875366,99.5956192,95.91723633,108.5390015,101.9077988,107.5281219,NA,69.80744171,NA,0.372898094,0.36554089,0.113466882,0,0,0,NA,68,77.915,78.364,78.801,NA,NA,NA,NA,NA,NA,NA,NA,13.21403057,13.18439877,13.29126191,0,4.200175924
18,Belarus,BLR,Europe & Central Asia,11.48248203,11.48718906,11.40401056,72123,43648,74.3,72.6,9.387665015,9.757791287,9.815067165,9.788222964,9.813573727,9.846135705,9.860039083,5.871029854,5.220039845,4.787519932,4.946549892,4.794990063,NA,NA,8.460000038,6.125999928,5.914000034,5.914000034,5.650000095,4.760000229,4.59499979,49,80,13,9,9,9,9,8.5,-1.08396,-1.114167,-0.4588384,-0.4779201,-0.3379301,-0.3010303,-0.1833328,0.3573089,-0.0949901,0.1100165,0.1422815,-0.0535106,0.3559107,0.2891302,-1.454486,-1.131118,-0.9935866,-0.9412614,-0.736168,-0.6518698,-0.5437806,-1.22759,-1.069661,-0.8129373,-0.7160393,-0.8186772,-0.8328676,-0.7944578,-1.766817,-1.555038,-1.465078,-1.339445,-1.355396,-1.350488,-1.402502,-0.7539873,-0.6940987,-0.3350453,-0.2570701,-0.2575819,-0.1922859,-0.059539,46.7,48.7,49.8,48.8,58.6,58.1,57.9,NA,NA,NA,5.9,6.38,6.35,95,25,20,95,81,15,0,0,0,1,0,1,1,9663915,16.0839094,9464495,16.0658106,9474511,9489616,16.06570871,9498264,9483499,9466856,69.67708308,71.14013435,69.41362835,69.07010989,68.71698692,68.28890878,67.7628385,0,0,1,0,0,0,0,1,0,0,NA,1,10.33887945,7.735748043,59.21973602,18.31226104,18.11955435,13.53448976,11.83658077,6.031837252,4.872302206,5.59815595,0,0,0,0,14.92176438,15.65314011,15.65284326,15.73949249,15.85140623,6.06533337,5.91054153,5.75974846,5.64426613,-7,0,-7,0,-7,0,32.8,31.6,30.9,0,NA,0.07,0.075,0.083,0.098,0.106,0.117,0.196,0.32,0.374,0.449,0.525,0.564,0.609,0.667,0.698,1,1.232355359,0.893253172,0.42067441,718,587,1805,6.576469569,6.37502482,7.498315871,46.515,44.319,41.77,4.000000048,3.559999971,3.28999999,98.43138123,104.3696899,99.14978027,NA,108.225441,105.4690018,67.57421112,79.57814026,89.56716156,1.728376259,1.338276469,1.133481016,0,3.596249948,0,32,44,68.85121951,70.40487805,73.62439024,23.6,16.6,12.7,72.6,NA,NA,157,25.4,11.41861479,11.68939661,15.293837,0,1.649994478
19,Belgium,BEL,Europe & Central Asia,8.245677955,9.632626891,12.28353319,258672,240000,75.2,75.2,10.74734677,10.78192322,10.81238551,10.81990982,10.83201048,10.84541933,10.85773138,5.795859814,6.442590237,6.451570034,6.45953989,6.412280083,NA,NA,8.43999958,8.291999817,8.482000351,8.482000351,7.085999966,5.947999954,5.589000225,46,34,4.5,4.5,4.5,4.5,4.5,5,1.711561,1.575026,1.438441,1.326213,1.181693,1.171748,1.032227,0.7958109,0.8106462,0.5870946,0.4413673,0.4280707,0.410127,0.4811862,1.272992,1.28502,1.287759,1.340684,1.24425,1.268755,1.290999,1.268298,1.393128,1.463494,1.390965,1.343427,1.367054,1.363715,1.420762,1.360687,1.38744,1.377026,1.384981,1.397339,1.36912,1.385844,1.527498,1.573307,1.638705,1.497134,1.510498,1.551961,69,70.1,68.8,68.4,67.8,67.5,67.3,7.61,7.63,7.63,7.54,7.53,7.56,65,75,54,94,82,57,0,0,0,0,0,0,0,10478617,16.16484726,11106932,16.20386831,11209057,11274196,16.23802713,11375158,11427054,11484055,65.55887681,65.7832315,64.85353395,64.61143766,64.37944165,64.1558335,63.93523089,0,0,1,0,0,0,0,1,0,0,NA,4,2.781432637,2.189299204,2.839663434,1.11309594,0.340002833,0.561429153,1.973852647,2.12597086,2.053164999,1.43681957,0,0,0,0,23.61508745,23.26203662,23.01855026,22.99095129,23.03444768,10.42703342,10.28172588,10.40608311,10.31865311,10,1,8,1,8,1,58.3,58.9,59.2,122,1550.96,0.843,0.837,0.83,0.83,0.828,0.834,0.832,0.822,0.806,0.8,0.8,0.781,0.773,0.766,0.764,1,0,0,0,15277,17891,35302,9.634103708,9.792053072,10.4716949,51.862,53.878,53.72,10.58000016,9.889999866,10.87999976,100.4623413,101.9242401,103.1558075,159.8901367,156.8615265,163.9347229,61.08547974,67.82901001,74.55976105,0.015671629,0.01930461,0.019418985,1.000000035,4,0,77,75,78.9804878,80.18292683,80.99268293,0.1,0.1,NA,NA,NA,NA,147,27.7,15.72460852,15.78764525,15.93837072,0,2.264398913
20,Belize,BLZ,Latin America & Caribbean,14.62303948,14.41501948,14.99080123,7594,6000,82.8,82.3,8.892588302,8.883071828,8.890000692,8.870374183,8.869098115,8.870428698,8.854330657,NA,6.719810009,6.88888979,7.284770012,7.509890079,7.561490059,NA,10.90999985,8.479999542,7.578000069,7.578000069,6.59499979,6.512000084,6.413000107,135,57,43,43,43,48,48,48,-0.0891359,-0.4300884,-0.6841977,-0.6759179,-0.6364971,-0.5938884,-0.6767014,0.1019202,0.0704277,0.0430976,0.0606221,0.0356823,0.0115209,0.0698153,0.0088224,-0.4103881,-0.4634508,-0.5123594,-0.5374851,-0.6501819,-0.5442569,-0.1627513,-0.339512,-0.7209607,-0.8637331,-0.9583443,-0.8238596,-0.7755125,0.6884291,0.6853012,0.5781333,0.57083,0.5698999,0.4509058,0.5317144,-0.298595,-0.1069449,-0.222516,-0.2428283,-0.2719842,-0.1381951,-0.1960228,64.5,61.5,56.8,57.4,58.6,57.1,55.4,7.27,6.46,6.74,6.78,6.58,6.6,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,283800,12.55602504,338000,12.68374678,353366,360933,12.79644762,375769,383071,390353,57.62121212,60.30843753,63.48047976,63.96579805,64.48057184,64.98377585,65.42821497,0,0,0,0,0,0,0,0,0,0,0.053,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15.59917044,16.80562504,16.63673636,17.49165242,17.49162434,5.81823015,6.04090405,5.70125389,5.69105911,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,1.118,1.137,1.157,1.166,1.126,1.129,1.151,1.239,1.264,1.312,1.319,1.342,1.375,1.34,1.319,0,0.042296745,4.809867583,0.664418576,624,134,34,6.436150368,4.8978398,3.526360525,28.307,29.647,35.437,23.55999923,27.06999898,25.67000031,113.2709579,112.5697479,112.8883286,76.46658325,75.30957794,80.65795135,16.02116966,21.86787987,23.25366974,0.287141498,5.305299354,1.065467492,3.00000005,0,0,NA,NA,69.998,72.057,74.034,28.5,25.5,26,NA,NA,NA,8,53.3,12.37581542,12.39669301,12.73963776,0,4.916119883
21,Benin,BEN,Sub-Saharan Africa,2.095959577,2.200540958,2.255540965,-42268,-10000,64.1,69.9,7.856180756,7.902747763,7.988194434,7.993431516,8.021096524,8.058573192,8.09782474,2.656680107,3.679970026,3.17298007,2.899100065,3.535589933,2.933969975,NA,0.791000009,1.039999962,2.582000017,2.582000017,2.459000111,2.385999918,2.232000113,149,34.5,34.5,12.5,8.5,8.5,8.5,8.5,-0.6576268,-0.5946886,-0.6196358,-0.5641903,-0.648205,-0.5659866,-0.4406517,0.4468158,0.2612601,-0.013514,-0.0020272,0.030853,-0.1326304,-0.3478641,-0.6539117,-0.3335557,-0.5630289,-0.5278944,-0.4722349,-0.3369086,-0.3759647,-0.5415416,-0.6731734,-0.5360081,-0.6085925,-0.6246254,-0.6751398,-0.6641259,-0.0299641,0.314489,0.2961213,0.4098547,0.3816542,0.2675807,0.0920652,-0.8500885,-0.6608168,-0.5508218,-0.5134378,-0.5561696,-0.3859641,-0.3237639,52.3,55.4,58.8,59.3,59.2,56.7,55.3,5.99,6.11,5.75,6.06,6.25,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7982225,15.89272775,9729248,16.0346335,10286842,10575952,16.1740933,11175204,11485048,11801151,52.40542581,52.92409965,53.73519093,53.89830798,54.0874712,54.29871231,54.52959631,0,0,0,0,0,1,0,0,1,0,0.012,22,5.364520858,2.207835325,6.744682533,0.428888889,-0.548757551,0.218785924,-0.794050174,1.769412474,0.848806255,-0.915681573,0,0,0,0,11.41138015,10.28081876,10.47898429,10.41050539,10.34206324,2.90741515,2.78015947,2.6444838,2.49141979,6,1,7,1,7,1,77.3,76.7,76.4,25,NA,211.36,209.447,204.764,213.781,217.551,216.94,220.434,234.004,231.477,225.044,220.524,214.434,216.774,212.94,208.54,0,0,0,0.057611554,30288,7136,526,10.31850687,8.872907674,6.265301213,14.139,14.076,18.153,88.68999863,88.77000046,87.90999603,100.838829,120.1520081,132.4668427,NA,NA,58.8467598,5.914169788,13.77511978,13.5534296,3.038572075,3.426251822,4.353668554,0,46.00000018,0,37,40,57.355,59.318,60.608,52.9,46.9,47.6,NA,NA,NA,22,47.8,12.07823927,12.2010601,12.44901882,0,1.883092277
22,Bermuda,BMU,North America,28.06338677,29.52747287,30.84639701,NA,NA,NA,NA,11.4198676,11.3896263,11.2624461,11.26637705,11.31245976,11.30738679,NA,1.988770008,2.6442101,1.698600054,NA,1.500390053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027272,1.00544,1.007332,1.328888,1.386591,1.387551,1.362286,0.8199973,0.9118381,0.983049,0.9996701,1.001691,1.159191,1.077228,1.360657,1.391692,0.9129404,0.8714429,0.8418499,0.8238806,0.8462311,0.8572026,1.117741,0.883742,0.8654205,0.8703907,0.8757794,0.8454176,1.15323,0.9882845,NA,NA,NA,NA,NA,1.278153,1.308072,1.218502,1.228779,1.242228,1.238797,1.234392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64154,11.06904172,64798,11.08404842,65138,65237,11.08578207,63873,63920,63918,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.053,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,12.50314635,12.13059125,11.62692886,11.69200627,11.99468795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.70262909,77.37303162,76.95237732,NA,30.74872971,25.14212036,0,0,NA,0,0,0,NA,NA,78.68536585,79.28853659,81.01219512,NA,NA,NA,NA,NA,NA,NA,NA,12.50617724,12.35449265,12.30138283,NA,21.72037969
23,Bhutan,BTN,South Asia,6.185701583,6.722703076,6.595769395,300,1600,90.2,90,8.604608618,9.010738072,9.218923185,9.284997505,9.318512925,9.336838392,9.378579,7.287149906,4.12473011,7.590099812,6.993330002,7.225739956,6.850840092,NA,3.099999905,3.319999933,2.450000048,2.450000048,2.35800004,2.302999973,2.342000008,89,62,46,15,15,12,12,12,0.3245951,0.5846536,0.406338,0.5005098,0.5712876,0.3588973,0.3137652,1.283388,0.7422217,0.974715,1.123297,1.116889,1.100705,1.092505,-0.2806116,-1.169393,-0.7134356,-0.6651375,-0.3324665,-0.3399765,-0.3266567,0.3117011,0.1618682,0.5223479,0.4935009,0.6275315,0.5515965,0.5897077,-1.072155,-0.4169178,-0.0348184,-0.0259183,0.0106061,0.0607209,0.0987649,0.8192554,0.9126349,1.022321,1.126504,1.568311,1.646751,1.617919,NA,57,57.4,59.5,58.4,61.8,62.9,NA,NA,6.88,6.81,6.64,6.63,94,52,32,28,NA,NA,1,0,1,0,0,0,0,648739,13.38278576,701583,13.43790815,719056,727876,13.49788598,745568,754394,763092,60.5130877,63.68666512,66.87801219,67.41476949,67.85570099,68.22563455,68.56683074,0,0,0,0,1,0,1,0,0,0,NA,2,5.311513063,7.036383161,10.91965694,7.006666667,8.271060939,4.548143951,3.219886894,4.95508367,2.723963862,2.725821043,0,0,0,1,18.25620434,17.27504382,16.80426258,17.11690279,18.29532223,3.65720773,3.48117137,3.24491644,3.0574255,-5,0,3,1,5,1,63.6,64.6,65.1,0,NA,13.508,14.008,14.191,14.37,14.994,15.615,16.397,17.148,18.135,18.677,18.587,18.831,19.208,19.379,19.794,0,0,0,0,NA,NA,NA,NA,NA,NA,38.7,39.584,29.78,72.27000046,68.98000145,72.30999756,91.05957794,108.214447,104.2337723,44.55110168,63.56647873,84.01727295,5.039000034,7.246779919,NA,2.655135913,5.279998448,4.079661144,0,0,0,65,68,65.289,68.384,70.419,15.7,17.5,11.7,NA,65.6,NA,80,37.4,9.517825072,10.62132735,11.9511804,0,0.981060364
24,Bolivia,BOL,Latin America & Caribbean,1.180714719,1.23858606,1.333267442,-57620,-47520,52.8,53.9,8.656873136,8.796763648,8.985246602,9.012200473,9.038804061,9.065953697,9.073887654,NA,NA,NA,NA,NA,NA,NA,2.84100008,2.552000046,3.065999985,3.065999985,3.670000076,3.53399992,3.497999907,150,49,49,49,45,41,39.5,39.5,-0.6887374,-0.5023107,-0.6519912,-0.5670627,-0.3831694,-0.3220994,-0.699218,-0.9733916,-0.4154072,-0.2684872,-0.2488664,-0.2780149,-0.2783669,-0.6153547,-0.6925678,-0.802755,-0.8858231,-0.9240948,-0.8986728,-0.9080035,-0.9934062,-0.7563288,-1.023741,-1.141064,-1.200557,-1.208274,-1.147712,-1.121389,-0.1567104,-0.0392689,-0.0046696,-0.036425,-0.0249492,-0.0396441,-0.0912361,-0.7362384,-0.4657613,-0.6963719,-0.7243935,-0.6573129,-0.6219789,-0.7421893,58.4,49.4,46.8,47.4,47.7,44.1,42.3,6.52,6.37,6.1,6.27,6.27,6.3,78,10,42,87,25,46,0,0,0,0,0,0,1,9232306,16.03821941,10377676,16.12294288,10706517,10869730,16.20149242,11192854,11353142,11513100,58.06416078,59.39331787,60.83890768,61.11593252,61.41950378,61.73450486,62.0361067,0,0,0,0,0,0,0,0,0,0,0.059,20,5.393231069,2.503276058,4.515602914,5.736400237,5.766600746,4.059610411,3.623214318,2.822758055,2.272059872,1.83954505,0,0,0,0,17.49525821,17.45825219,17.02164005,17.52564467,18.143092,6.55064964,6.83333063,6.4901948,6.30102587,8,1,7,1,7,1,57.9,57.5,57.2,34,NA,2.042,2.252,2.355,2.55,2.47,2.655,2.981,3.045,3.033,3.018,2.941,2.835,2.749,2.767,2.699,0,7.226796548,3.404624809,1.176927031,532,680,762,6.276643489,6.522092798,6.635946556,33.183,31.5,44.59,59.43999863,53.80000114,56.5899992,114.8131638,104.5204391,95.90843964,87.01776123,88.7091217,91.36424255,NA,NA,NA,11.52206266,10.23788626,5.677306184,0,26.00000012,19.00000011,34,29,65.312,68.007,70.277,51.8,41.9,28.3,NA,NA,NA,36,44,13.16924696,13.42837641,13.68994733,0,3.608942543
